Distrito,Cluster,OLT,F,S,P,Cuenta,Código QR,Capacidad,Latitud,Longitud,NOMBRE_SPLITTER,Ubicacion
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142053236,TP579058,1:16,19.68708758707634,-99.05329696834087,PVL-1-394,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0120776392,TP579058,1:16,19.68708758707634,-99.05329696834087,PVL-1-394,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0120345827,TP579058,1:16,19.68708758707634,-99.05329696834087,PVL-1-394,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140312943,TP579058,1:16,19.68708758707634,-99.05329696834087,PVL-1-394,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0141332940,TP579058,1:16,19.68708758707634,-99.05329696834087,PVL-1-394,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142543535,TP579058,1:16,19.68708758707634,-99.05329696834087,PVL-1-394,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0132625112,TP579058,1:16,19.68708758707634,-99.05329696834087,PVL-1-394,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0134985663,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0112411232,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140016141,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0113023646,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0141744415,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0118735222,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0116867040,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0119767519,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0129400011,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142396347,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140497783,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0135870603,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142221298,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142559504,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0118556704,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142713392,TP579059,1:16,19.686862508461058,-99.05229683965445,PVL-1-393,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142642330,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0132333412,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140662701,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140855247,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0113940582,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0135845381,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0116565030,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0131956999,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0141073905,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142071864,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0114094191,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0127391173,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140276657,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0141516189,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0128669011,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140078910,TP652771,1:16,19.68783763639139,-99.05303746461868,PVL1395,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0141643966,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0112410757,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140237387,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0143174393,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0118373043,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0125569328,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142038501,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0120851821,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0140460570,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142107264,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0142854485,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0135869177,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0141185283,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0128460349,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0141660566,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,12,0133594019,TP652786,1:16,19.688337351640687,-99.0534220263362,TP652786,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0120342505,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112654436,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142260816,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112738434,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142434601,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0116013692,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112416154,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0113639532,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0119640525,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0127064731,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142530951,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140565112,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0118552306,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0132158285,TP652465,1:16,19.695229032938396,-99.05568078160286,TP652465,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141284819,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142229356,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140361709,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0124101994,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142095885,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141727841,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0113288276,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0143037648,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0126433498,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0133864273,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112756314,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0119907853,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0116973319,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0119380122,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0130456047,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140188319,TP652466,1:16,19.696812385737925,-99.05407816171646,TP652466,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0115037322,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141519918,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141175200,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0143028631,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0130457315,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140490884,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112472192,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112871440,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140427922,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140254967,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140310321,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140021888,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112419447,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0143147519,TP652467,1:16,19.69598756694576,-99.05310954898596,TP652467,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0143052227,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141507355,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140113877,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112478246,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0143219899,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141657684,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0143118051,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0120605591,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0131880058,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0133373829,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0121322035,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0121410721,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140672903,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0114167912,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112918534,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140390732,TP652468,1:16,19.694612543849967,-99.05326545238495,TP652468,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112464715,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142438859,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140387394,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142658095,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142531961,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0114369402,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142960655,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112538719,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0136002147,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0132924848,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112502634,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112416152,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0120438547,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112448380,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0119898494,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0126170100,TP652469,1:16,19.694022252533493,-99.05625812709332,TP652469,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0115712475,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0119957058,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0114773614,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0120503796,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0114692745,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142362000,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0113466074,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0127140059,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0116694766,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0123788186,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141395473,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0121506448,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0114141427,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0129663649,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0120024713,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0118910214,TP652471,1:16,19.691312566496883,-99.05381262302399,TP652471,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112409320,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0200710817,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112500154,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0120856314,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0115425454,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0113777613,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0125934049,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0129387904,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140854929,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141134026,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0140969639,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141040561,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141789861,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0142190788,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0141379400,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0143051561,TP652472,1:16,19.690000637720598,-99.054354429245,TP652472,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0117429443,TP792497,1:16,19.69303737661436,-99.05351556837559,PVL,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112739545,TP792497,1:16,19.69303737661436,-99.05351556837559,PVL,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0114451337,TP792497,1:16,19.69303737661436,-99.05351556837559,PVL,Poste
COACALCO,PASEOS DEL VALLE,HACIENDA_SANTA_INES_DF,0,1,13,0112409864,TP792497,1:16,19.69303737661436,-99.05351556837559,PVL,Poste
