Orden de Trabajo,Cuenta de Cliente,Centro,Almacén,Cantidad,Número de Empleado,Orden de Servicio,Fecha de Ingreso,Descripcion de Material ,Categoria de Material,Tipo de Servicio,Empresa,Causa del Soporte,Costo Unitario,Costo Total,Geocerca
31394002,0106204392,RE29,0659,10,RCEE3CMXT4843,OS-59498582,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",9.07,90.7,COA_3
31394176,0140543578,RE29,0802,1,RCEE3CMXT5202,OS-59498722,46020,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,Falla Conector Prepulido,19.13,19.13,COA_4
31394210,0105267788,RE29,0745,1,RCEE3CMXT4992,OS-59498751,46020,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",409.96,409.96,COA_3
31394210,0105267788,RE29,0745,5,RCEE3CMXT4992,OS-59498751,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,45.35,COA_3
31394210,0105267788,RE29,0745,5,RCEE3CMXT4992,OS-59498751,46020,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,29.85,COA_3
31394210,0105267788,RE29,0745,1,RCEE3CMXT4992,OS-59498751,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.47,1.47,COA_3
31394501,0141344849,RE29,0722,1,RCEE3CMXT4948,OS-59499006,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,Afectación Masiva,1.47,1.47,COA_3
31394610,0142259949,RE29,0392,1,RCEE3CMXT4503,OS-59499105,46020,Drop 150m,Fibra Preconectorizada,Instalación,RCE 3,NA,535.01,535.01,COA_7
31394610,0142259949,RE29,0392,1,RCEE3CMXT4503,OS-59499105,46020,ONT FIBERHOME HG145F1,ONT,Instalación,RCE 3,NA,520.27,520.27,COA_7
31394610,0142259949,RE29,0392,10,RCEE3CMXT4503,OS-59499105,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,90.7,COA_7
31394725,0106789468,RE29,0694,1,RCEE3CMXT4890,OS-59499216,46020,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,Asesoría uso servicio de Internet,372.52,372.52,COA_2
31394889,0141415651,RE29,0426,1,RCEE3CMXT4895,OS-59499357,46020,Drop 150m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",535.01,535.01,COA_7
31394889,0141415651,RE29,0426,10,RCEE3CMXT4895,OS-59499357,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",6.43,64.3,COA_7
31394889,0141415651,RE29,0426,1,RCEE3CMXT4895,OS-59499357,46020,HEBILLA ACERO  5/8,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.79,1.79,COA_7
31394889,0141415651,RE29,0426,15,RCEE3CMXT4895,OS-59499357,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,136.05,COA_7
31394891,0142260032,RE29,0267,1,RCEE3CMXT4173,OS-59499360,46020,#N/D,#N/D,Instalación,RCE 3,NA,603.61,603.61,COA_2
31394891,0142260032,RE29,0267,1,RCEE3CMXT4173,OS-59499360,46020,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_2
31394891,0142260032,RE29,0267,1,RCEE3CMXT4173,OS-59499360,46020,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_2
31394891,0142260032,RE29,0267,10,RCEE3CMXT4173,OS-59499360,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,90.7,COA_2
31394891,0142260032,RE29,0267,1,RCEE3CMXT4173,OS-59499360,46020,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_2
31394891,0142260032,RE29,0267,3,RCEE3CMXT4173,OS-59499360,46020,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,30.87,COA_2
31394891,0142260032,RE29,0267,5,RCEE3CMXT4173,OS-59499360,46020,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,29.85,COA_2
31394891,0142260032,RE29,0267,2,RCEE3CMXT4173,OS-59499360,46020,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,3.78,COA_2
31394891,0142260032,RE29,0267,15,RCEE3CMXT4173,OS-59499360,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,96.45,COA_2
31394891,0142260032,RE29,0267,1,RCEE3CMXT4173,OS-59499360,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_2
31394904,0112662680,RE29,0677,1,RCEE3CMXT4872,OS-59499370,46020,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,Falla Red Wifi ONT,372.52,372.52,COA_5
31394904,0112662680,RE29,0677,15,RCEE3CMXT4872,OS-59499370,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Falla Red Wifi ONT,9.07,136.05,COA_5
31394918,0104058273,RE29,0762,1,RCEE3CMXT5131,OS-59499383,46020,Drop 150m,Fibra Preconectorizada,Soporte,RCE 3,Falla Conector Prepulido,535.01,535.01,COA_1
31394918,0104058273,RE29,0762,12,RCEE3CMXT5131,OS-59499383,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Falla Conector Prepulido,9.07,108.84,COA_1
31395068,0134616773,RE29,0754,1,RCEE3CMXT5107,OS-59499526,46020,Drop 200m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",649.85,649.85,COA_6
31395138,0142260152,RE29,0544,1,RCEM3CX2T0100,OS-59499595,46020,ONT HUAWEI HG8145X6-10,ONT,Instalación,RCE 3,NA,537.99,537.99,COA_5
31395138,0142260152,RE29,0544,15,RCEM3CX2T0100,OS-59499595,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,96.45,COA_5
31395138,0142260152,RE29,0544,1,RCEM3CX2T0100,OS-59499595,46020,Drop 200m,Fibra Preconectorizada,Instalación,RCE 3,NA,649.85,649.85,COA_5
31395138,0142260152,RE29,0544,1,RCEM3CX2T0100,OS-59499595,46020,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_5
31395273,0140770671,RE29,0801,1,RCEE3CMXT5204,OS-59499729,46020,HEBILLA ACERO  5/8,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.79,1.79,COA_7
31395274,0142260234,RE29,0509,4,RCEE3CMXT4604,OS-59499730,46020,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,41.16,COA_3
31395274,0142260234,RE29,0509,10,RCEE3CMXT4604,OS-59499730,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,90.7,COA_3
31395274,0142260234,RE29,0509,1,RCEE3CMXT4604,OS-59499730,46020,#N/D,#N/D,Instalación,RCE 3,NA,603.61,603.61,COA_3
31395274,0142260234,RE29,0509,1,RCEE3CMXT4604,OS-59499730,46020,Drop 200m,Fibra Preconectorizada,Instalación,RCE 3,NA,649.85,649.85,COA_3
31395274,0142260234,RE29,0509,1,RCEE3CMXT4604,OS-59499730,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_3
31395274,0142260234,RE29,0509,1,RCEE3CMXT4604,OS-59499730,46020,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Instalación,RCE 3,NA,#N/D,#N/D,COA_3
31395274,0142260234,RE29,0509,2,RCEE3CMXT4604,OS-59499730,46020,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,3.58,COA_3
31395275,0142260218,RE29,0612,1,RCEE3CMXT4755,OS-59499731,46020,#N/D,#N/D,Instalación,RCE 3,NA,603.61,603.61,COA_1
31395275,0142260218,RE29,0612,2,RCEE3CMXT4755,OS-59499731,46020,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,20.58,COA_1
31395275,0142260218,RE29,0612,1,RCEE3CMXT4755,OS-59499731,46020,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Instalación,RCE 3,NA,1222.11,1222.11,COA_1
31395275,0142260218,RE29,0612,1,RCEE3CMXT4755,OS-59499731,46020,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_1
31395275,0142260218,RE29,0612,25,RCEE3CMXT4755,OS-59499731,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,226.75,COA_1
31395275,0142260218,RE29,0612,1,RCEE3CMXT4755,OS-59499731,46020,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_1
31395275,0142260218,RE29,0612,6,RCEE3CMXT4755,OS-59499731,46020,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,35.82,COA_1
31395275,0142260218,RE29,0612,1,RCEE3CMXT4755,OS-59499731,46020,CABLE RCA - MINI JACK STB,Miselaneo,Instalación,RCE 3,NA,12.35,12.35,COA_1
31395275,0142260218,RE29,0612,2,RCEE3CMXT4755,OS-59499731,46020,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,3.78,COA_1
31395275,0142260218,RE29,0612,15,RCEE3CMXT4755,OS-59499731,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,96.45,COA_1
31395275,0142260218,RE29,0612,1,RCEE3CMXT4755,OS-59499731,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_1
31395365,0115676921,RE29,0392,15,RCEE3CMXT4503,OS-59499821,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Addons,RCE 3,NA,6.43,96.45,COA_3
31395448,0102338887,RE29,0634,1,RCEE3CMXT4794,OS-59499900,46020,FORMATOS UNIVERSALES DE SOPORTE,Miselaneo,Soporte,RCE 3,Falla Conector Prepulido,1.84,1.84,COA_1
31395472,0142260249,RE29,0770,1,RCEE3CMXT5146,OS-59499927,46020,#N/D,#N/D,Instalación,RCE 3,NA,603.61,603.61,COA_1
31395472,0142260249,RE29,0770,1,RCEE3CMXT5146,OS-59499927,46020,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_1
31395511,0107390492,RE29,0456,15,RCEE3CMXT4478,OS-59499964,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",6.43,96.45,COA_5
31395609,0106061239,RE29,0722,5,RCEE3CMXT4948,OS-59500056,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,Afectación Masiva,6.43,32.15,COA_3
31395830,0111506152,RE29,0667,10,RCEE3CMXT4838,OS-59500280,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Daño Físico (Descarga Eléctrica, Insectos, Humedad, otro)",9.07,90.7,COA_7
31395830,0111506152,RE29,0667,2,RCEE3CMXT4838,OS-59500280,46020,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,RCE 3,"Daño Físico (Descarga Eléctrica, Insectos, Humedad, otro)",1.89,3.78,COA_7
31395830,0111506152,RE29,0667,1,RCEE3CMXT4838,OS-59500280,46020,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Soporte,RCE 3,"Daño Físico (Descarga Eléctrica, Insectos, Humedad, otro)",1222.11,1222.11,COA_7
31396249,0127290722,RE29,0773,15,RCEE3CMXT5153,OS-59500690,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Addons,RCE 3,NA,6.43,96.45,COA_7
31396249,0127290722,RE29,0773,1,RCEE3CMXT5153,OS-59500690,46020,CABLE RCA - MINI JACK STB,Miselaneo,Addons,RCE 3,NA,12.35,12.35,COA_7
31396249,0127290722,RE29,0773,1,RCEE3CMXT5153,OS-59500690,46020,DIW362 WIFI4K2GB STB SAGEM C/CONTROL T4H,STB,Addons,RCE 3,NA,#N/D,#N/D,COA_7
31396249,0127290722,RE29,0773,1,RCEE3CMXT5153,OS-59500690,46020,AP FIBERHOME MODELO SR1041E WIFI 6,Extender,Addons,RCE 3,NA,297.27,297.27,COA_7
31396254,0122456889,RE29,0585,1,RCEE3CMXT4894,OS-59500694,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",1.47,1.47,COA_7
31396254,0122456889,RE29,0585,1,RCEE3CMXT4894,OS-59500694,46020,FORMATOS UNIVERSALES DE SOPORTE,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",1.84,1.84,COA_7
31396254,0122456889,RE29,0585,15,RCEE3CMXT4894,OS-59500694,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",6.43,96.45,COA_7
31396254,0122456889,RE29,0585,2,RCEE3CMXT4894,OS-59500694,46020,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",1.89,3.78,COA_7
31396254,0122456889,RE29,0585,1,RCEE3CMXT4894,OS-59500694,46020,CABLE RCA - MINI JACK STB,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",12.35,12.35,COA_7
31396254,0122456889,RE29,0585,15,RCEE3CMXT4894,OS-59500694,46020,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",5.97,89.55,COA_7
31396254,0122456889,RE29,0585,20,RCEE3CMXT4894,OS-59500694,46020,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",7.67,153.4,COA_7
31396254,0122456889,RE29,0585,20,RCEE3CMXT4894,OS-59500694,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",9.07,181.4,COA_7
31396254,0122456889,RE29,0585,1,RCEE3CMXT4894,OS-59500694,46020,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",372.52,372.52,COA_7
31396282,0142260536,RE29,0824,1,RCEE3CMXT5250,OS-59500722,46020,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_4
31396282,0142260536,RE29,0824,2,RCEE3CMXT5250,OS-59500722,46020,PIJA CABEZA/ CRUZ DE 10 X 1,Miselaneo,Instalación,RCE 3,NA,0.27,0.54,COA_4
31396282,0142260536,RE29,0824,3,RCEE3CMXT5250,OS-59500722,46020,TAQUETE PLASTICO 1/4,Miselaneo,Instalación,RCE 3,NA,0.23,0.69,COA_4
31396282,0142260536,RE29,0824,1,RCEE3CMXT5250,OS-59500722,46020,WELCOME KITS FOLDER,Miselaneo,Instalación,RCE 3,NA,9.44,9.44,COA_4
31396282,0142260536,RE29,0824,1,RCEE3CMXT5250,OS-59500722,46020,ONT HUAWEI HG8145X6-10,ONT,Instalación,RCE 3,NA,537.99,537.99,COA_4
31396282,0142260536,RE29,0824,1,RCEE3CMXT5250,OS-59500722,46020,Drop 150m,Fibra Preconectorizada,Instalación,RCE 3,NA,535.01,535.01,COA_4
31396323,0142260544,RE29,0267,1,RCEE3CMXT4173,OS-59500760,46020,HUAWEI OPTISTAR K562E,Extender,Instalación,RCE 3,NA,498.97,498.97,COA_2
31396323,0142260544,RE29,0267,1,RCEE3CMXT4173,OS-59500760,46020,Drop 150m,Fibra Preconectorizada,Instalación,RCE 3,NA,535.01,535.01,COA_2
31396323,0142260544,RE29,0267,5,RCEE3CMXT4173,OS-59500760,46020,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,29.85,COA_2
31396323,0142260544,RE29,0267,1,RCEE3CMXT4173,OS-59500760,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_2
31396323,0142260544,RE29,0267,1,RCEE3CMXT4173,OS-59500760,46020,#N/D,#N/D,Instalación,RCE 3,NA,603.61,603.61,COA_2
31396323,0142260544,RE29,0267,15,RCEE3CMXT4173,OS-59500760,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,136.05,COA_2
31396323,0142260544,RE29,0267,15,RCEE3CMXT4173,OS-59500760,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,96.45,COA_2
31396323,0142260544,RE29,0267,2,RCEE3CMXT4173,OS-59500760,46020,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,3.78,COA_2
31396491,0127926590,RE29,0319,1,RCEE3CMXT1430,OS-59500906,46020,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_6
31396491,0127926590,RE29,0319,1,RCEE3CMXT1430,OS-59500906,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.47,1.47,COA_6
31396491,0127926590,RE29,0319,12,RCEE3CMXT1430,OS-59500906,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,108.84,COA_6
31401576,0108686290,RE29,0394,1,RCEE3CMXT4534,OS-59506980,46020,Drop 50m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",229.8,229.8,COA_5
31401603,0141836265,RE29,0168,1,RCEE3CMXT1619,OS-59507004,46020,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Soporte,RCE 3,Fibra Inducida / Factor Climático,#N/D,#N/D,COA_4
31401603,0141836265,RE29,0168,310,RCEE3CMXT1619,OS-59507004,46020,UNIFIBRA OPTICA,Fibra Optica Carrete,Soporte,RCE 3,Fibra Inducida / Factor Climático,3.13,970.3,COA_4
31401603,0141836265,RE29,0168,2,RCEE3CMXT1619,OS-59507004,46020,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,Fibra Inducida / Factor Climático,19.13,38.26,COA_4
31401618,0140854929,RE29,0168,1,RCEE3CMXT1619,OS-59507018,46020,#N/D,#N/D,Soporte,RCE 3,NA,603.61,603.61,COA_4
31401618,0140854929,RE29,0168,1,RCEE3CMXT1619,OS-59507018,46020,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Soporte,RCE 3,NA,1222.11,1222.11,COA_4
31401648,0128301437,RE29,0819,1,RCEE3CMXT5244,OS-59507044,46020,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,Poda de Arboles,19.13,19.13,COA_3
31401648,0128301437,RE29,0819,1,RCEE3CMXT5244,OS-59507044,46020,Drop 200m,Fibra Preconectorizada,Soporte,RCE 3,Poda de Arboles,649.85,649.85,COA_3
31401659,Hallazgos,BR05,0707,1,BRAM3CX2T0120,NA,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Mantenimiento Mayor,BRAME 3,NA,1.47,1.47,COA_1
31401659,Hallazgos,BR05,0707,3,BRAM3CX2T0120,NA,46020,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,BRAME 3,NA,10.29,30.87,COA_1
31401669,Hallazgos,BR05,0740,1,BRAM3CX2T0124,NA,46020,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,BRAME 3,NA,1.79,1.79,COA_1
31401669,Hallazgos,BR05,0740,2,BRAM3CX2T0124,NA,46020,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,BRAME 3,NA,10.29,20.58,COA_1
31401718,0114025511,RE29,0079,1,RCEE3CMXT3996,OS-59507099,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.47,1.47,COA_4
31401718,0114025511,RE29,0079,15,RCEE3CMXT3996,OS-59507099,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",6.43,96.45,COA_4
31401718,0114025511,RE29,0079,1,RCEE3CMXT3996,OS-59507099,46020,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_4
31401832,0111622472,RE29,0746,1,RCEE3CMXT4990,OS-59507194,46020,Drop 200m,Fibra Preconectorizada,Soporte,RCE 3,Vandalismo,649.85,649.85,COA_6
31401832,0111622472,RE29,0746,8,RCEE3CMXT4990,OS-59507194,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Vandalismo,9.07,72.56,COA_6
31401847,0141364991,BR05,0685,1,BRAM3CX2T0115,OS-59507208,46020,Drop 150m,Fibra Preconectorizada,Cambio De Domicilio,BRAME 3,NA,535.01,535.01,COA_7
31401847,0141364991,BR05,0685,2,BRAM3CX2T0115,OS-59507208,46020,CONECTOR RJ45 CAT 6,Conector UTP,Cambio De Domicilio,BRAME 3,NA,1.89,3.78,COA_7
31401847,0141364991,BR05,0685,10,BRAM3CX2T0115,OS-59507208,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Cambio De Domicilio,BRAME 3,NA,6.43,64.3,COA_7
31401921,0142260672,RE29,0190,1,RCEE3CMXT4509,OS-59507260,46020,ETIQUETAS PARA CONTRASEÑAS,Miselaneo,Instalación,RCE 3,NA,0.16,0.16,COA_7
31401921,0142260672,RE29,0190,6,RCEE3CMXT4509,OS-59507260,46020,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,35.82,COA_7
31401921,0142260672,RE29,0190,1,RCEE3CMXT4509,OS-59507260,46020,WELCOME KITS FOLDER,Miselaneo,Instalación,RCE 3,NA,9.44,9.44,COA_7
31401921,0142260672,RE29,0190,15,RCEE3CMXT4509,OS-59507260,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,136.05,COA_7
31401921,0142260672,RE29,0190,1,RCEE3CMXT4509,OS-59507260,46020,ETIQUETAS PARA ONT,Miselaneo,Instalación,RCE 3,NA,0.05,0.05,COA_7
31401921,0142260672,RE29,0190,1,RCEE3CMXT4509,OS-59507260,46020,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Instalación,RCE 3,NA,#N/D,#N/D,COA_7
31401921,0142260672,RE29,0190,1,RCEE3CMXT4509,OS-59507260,46020,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_7
31401921,0142260672,RE29,0190,1,RCEE3CMXT4509,OS-59507260,46020,Drop 100m,Fibra Preconectorizada,Instalación,RCE 3,NA,372.52,372.52,COA_7
31401921,0142260672,RE29,0190,1,RCEE3CMXT4509,OS-59507260,46020,ONT FIBERHOME HG145F1,ONT,Instalación,RCE 3,NA,520.27,520.27,COA_7
31402136,0102515444,RE29,0512,15,RCEE3CMXT4599,OS-59507402,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,136.05,COA_3
31402136,0102515444,RE29,0512,250,RCEE3CMXT4599,OS-59507402,46020,UNIFIBRA OPTICA,Fibra Optica Carrete,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",3.13,782.5,COA_3
31402136,0102515444,RE29,0512,2,RCEE3CMXT4599,OS-59507402,46020,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",19.13,38.26,COA_3
31402217,0109048970,RE29,0763,2,RCEE3CMXT5142,OS-59507461,46020,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,Fibra Inducida / Factor Climático,19.13,38.26,COA_7
31402217,0109048970,RE29,0763,9,RCEE3CMXT5142,OS-59507461,46020,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Fibra Inducida / Factor Climático,9.07,81.63,COA_7
31402217,0109048970,RE29,0763,290,RCEE3CMXT5142,OS-59507461,46020,UNIFIBRA OPTICA,Fibra Optica Carrete,Soporte,RCE 3,Fibra Inducida / Factor Climático,3.13,907.7,COA_7
31402223,0126704125,RE29,0801,1,RCEE3CMXT5204,OS-59507465,46020,Drop 100m,Fibra Preconectorizada,Cambio De Domicilio,RCE 3,NA,372.52,372.52,COA_7
31402577,0100165761,RE29,0712,1,RCEM3CX2T0103,OS-59507692,46020,ONT FIBERHOME HG145F1,ONT,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",520.27,520.27,COA_1
31402577,0100165761,RE29,0712,1,RCEM3CX2T0103,OS-59507692,46020,Drop 100m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",372.52,372.52,COA_1
31402577,0100165761,RE29,0712,15,RCEM3CX2T0103,OS-59507692,46020,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",6.43,96.45,COA_1
31402626,Hallazgos,TP03,2614,5,SOLMTCMXT0143,NA,46020,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,10.29,51.45,COA_2
31402741,Hallazgos,RE29,0147,1,RCEE3CMXT4195,NA,46020,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,10.29,COA_5
